index,player.id,team.id,Season,GP,GS,R,2B,3B,HR,SO,BB,IBB,H,HBP,AB,Pitches,IP,W,L,SV,SVo,HLD,BS,ER,BF,Outs,G,CG,SHO,Strikes,BK,WP,PK,GF,IR,IR-A,CI,SH,SF,stat.inningsPitched_1,stat.inningsPitched_2,BQR,BQR-S,SB,CS,QS,GIDP,GIDPo,Swings,Whiffs,BIP,RS,FO,PO,LO,GO,FH,PH,LH,GH,Team,count,ERA,WHIP,AVG,P/IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB,PU,LD,FB,BABIP,LOB%,FIP,xFIP,SIERA,ERA+,FIP+,xFIP+,SIERA+,GB/FB,LD%,GB%,FB%,PU%,HR/FB,Balls,Contacts,Strike%,Ball%,Whiff%,SwStr%,CStr%
78,691869,693.0,2024,2,0,0,0,0,0,1,0,0,0,0,6,18,2.0,0,0,0,0,2,0,0,6,6,2,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,4,5,0,2,1,0,2,0,0,0,0,LAR,,0.00,0.00,.000,9.00,4.50,0.00,inf,0.00,16.7,0.0,16.7,2,1,0,2,.000,nan,2.30,2.36,3.74,42600,181,176,117,1.00,0.0,40.0,40.0,20.0,0.00,2,9,88.9,11.1,30.8,22.2,16.7
13,692024,699.0,2024,1,0,0,0,0,0,0,0,0,0,1,2,9,1.0,0,0,0,0,0,0,0,3,3,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,1,2,2,1,0,0,1,0,0,0,0,ARA,,0.00,0.00,.000,9.00,0.00,0.00,nan,0.00,0.0,0.0,0.0,1,0,0,1,.000,100.0,6.30,6.36,6.14,42600,66,65,71,1.00,0.0,50.0,50.0,0.0,0.00,3,4,66.7,33.3,20.0,11.1,11.1
47,692369,692.0,2024,1,1,2,1,0,0,1,2,0,4,0,11,39,2.2,0,0,0,0,0,0,2,14,8,1,0,0,24,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,2,16,1,11,0,3,0,0,4,0,0,3,1,ZUL,,6.75,2.25,.360,14.62,3.38,6.75,0.50,0.00,7.1,14.3,-7.2,5,0,3,3,.360,66.7,4.80,4.87,6.20,62,87,85,71,1.67,27.3,45.5,27.3,0.0,0.00,15,15,61.5,38.5,6.2,2.6,20.5
67,692623,694.0,2024,1,0,0,0,0,0,3,0,0,2,1,7,34,1.2,0,0,0,0,0,0,0,8,5,1,0,0,25,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,22,6,4,0,0,0,0,2,0,0,2,0,ORI,,0.00,1.20,.290,20.40,16.20,0.00,inf,0.00,37.5,0.0,37.5,2,0,2,0,.500,100.0,1.50,1.50,0.92,42600,277,277,476,inf,50.0,50.0,0.0,0.0,nan,9,16,73.5,26.5,27.3,17.6,8.8
11,694037,696.0,2024,1,0,1,0,0,0,2,2,1,2,0,4,18,0.2,0,0,0,0,0,0,1,6,2,1,0,0,10,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,6,2,2,0,0,0,0,0,0,0,2,0,MAG,,13.50,6.00,.500,27.00,27.00,27.00,1.00,0.00,33.3,33.3,0.0,0,0,2,0,1.000,75.0,6.30,6.30,5.14,31,66,66,85,nan,100.0,0.0,0.0,0.0,nan,8,4,55.6,44.4,33.3,11.1,22.2
6,696037,696.0,2024,2,0,0,0,0,0,1,0,0,0,0,9,27,3.0,1,0,0,0,0,0,0,9,9,2,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,2,8,3,4,1,1,2,0,0,0,0,MAG,,0.00,0.00,.000,9.00,3.00,0.00,inf,0.00,11.1,0.0,11.1,2,1,1,4,.000,nan,2.63,2.72,5.34,42600,158,153,82,0.50,12.5,25.0,50.0,12.5,0.00,4,16,85.2,14.8,11.1,7.4,18.5
4,696095,696.0,2024,1,0,0,0,0,0,1,1,0,0,0,3,24,1.0,0,0,0,0,0,0,0,4,3,1,0,0,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,2,0,0,0,1,1,0,0,0,0,MAG,,0.00,1.00,.000,24.00,9.00,9.00,1.00,0.00,25.0,25.0,0.0,1,0,1,0,.000,100.0,4.30,4.30,4.66,42600,97,97,94,inf,50.0,50.0,0.0,0.0,nan,13,7,45.8,54.2,0.0,0.0,16.7
32,699129,698.0,2024,1,0,0,0,0,0,0,0,0,0,0,3,9,1.0,0,0,0,0,1,0,0,3,3,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,3,1,2,0,0,1,0,0,0,0,LAG,,0.00,0.00,.000,9.00,0.00,0.00,nan,0.00,0.0,0.0,0.0,1,0,0,2,.000,nan,3.30,3.43,7.50,42600,126,121,58,0.50,0.0,33.3,66.7,0.0,0.00,4,3,55.6,44.4,25.0,11.1,11.1
29,699215,698.0,2024,1,0,0,0,0,0,1,1,0,1,0,6,25,2.0,0,0,0,0,0,0,0,7,6,1,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,9,2,5,0,2,0,0,2,0,0,0,1,LAG,,0.00,1.00,.170,12.50,4.50,4.50,1.00,0.00,14.3,14.3,0.0,3,0,0,2,.200,100.0,3.80,3.86,5.21,42600,109,108,84,1.50,0.0,60.0,40.0,0.0,0.00,11,7,56.0,44.0,22.2,8.0,20.0
71,699703,694.0,2024,1,0,1,0,0,1,1,1,0,2,0,8,23,2.0,0,0,0,0,0,0,1,9,6,1,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,13,4,7,0,3,1,1,0,1,0,1,0,ORI,,4.50,1.50,.250,11.50,4.50,4.50,1.00,4.50,11.1,11.1,0.0,0,1,2,4,.170,125.0,10.30,3.93,8.41,92,40,106,52,0.00,28.6,0.0,57.1,14.3,0.25,6,9,73.9,26.1,30.8,17.4,17.4
22,800536,699.0,2024,1,0,1,0,0,0,0,0,0,3,0,4,11,0.1,0,0,0,0,0,0,1,4,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,7,1,4,0,0,0,0,1,1,0,2,0,ARA,,27.00,9.00,.750,33.00,0.00,0.00,nan,0.00,0.0,0.0,0.0,1,0,2,1,.750,66.7,3.30,3.49,6.14,15,126,119,71,1.00,50.0,25.0,25.0,0.0,0.00,4,6,63.6,36.4,14.3,9.1,0.0
15,803247,699.0,2024,1,0,0,0,0,0,0,0,0,0,0,2,11,0.2,0,0,0,0,0,0,0,2,2,1,0,0,7,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,2,0,0,0,0,2,0,0,0,0,ARA,,0.00,0.00,.000,16.50,0.00,0.00,nan,0.00,0.0,0.0,0.0,2,0,0,0,.000,nan,3.30,3.30,-2.38,42600,126,126,67700,inf,0.0,100.0,0.0,0.0,nan,4,4,63.6,36.4,20.0,9.1,18.2
