,pitchIndex,actionIndex,runnerIndex,runners,playEvents,credits,flags,homeTeamWinProbability,awayTeamWinProbability,homeTeamWinProbabilityAdded,playEndTime,atBatIndex,result.type,result.event,result.eventType,result.description,result.rbi,result.awayScore,result.homeScore,result.isOut,about.atBatIndex,about.halfInning,about.isTopInning,about.inning,about.startTime,about.endTime,about.isComplete,about.isScoringPlay,about.hasReview,about.hasOut,about.captivatingIndex,count.balls,count.strikes,count.outs,matchup.batter.id,matchup.batter.fullName,matchup.batter.link,matchup.batSide.code,matchup.batSide.description,matchup.pitcher.id,matchup.pitcher.fullName,matchup.pitcher.link,matchup.pitchHand.code,matchup.pitchHand.description,matchup.batterHotColdZones,matchup.pitcherHotColdZones,matchup.splits.batter,matchup.splits.pitcher,matchup.splits.menOnBase,leverageIndex,matchup.postOnFirst.id,matchup.postOnFirst.fullName,matchup.postOnFirst.link,matchup.postOnSecond.id,matchup.postOnSecond.fullName,matchup.postOnSecond.link,matchup.postOnThird.id,matchup.postOnThird.fullName,matchup.postOnThird.link,trajectory,hardness,location,coordinates.coordX,coordinates.coordY,reviewDetails.isOverturned,reviewDetails.inProgress,reviewDetails.reviewType,reviewDetails.challengeTeamId
189,"0,1,2,3",,0,[object Object],"[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,95.19999999999999,4.800000000000011,1,2024-10-12T22:16:54.402Z,32,atBat,Ponche,strikeout,Herlis Rodriguez se poncha tirándole.,0,0,5,true,32,top,true,4,2024-10-12T22:15:38.641Z,2024-10-12T22:16:54.402Z,true,false,false,true,14,1,3,3,607439,Herlis Rodriguez,/api/v1/people/607439,L,Left,673455,Lazaro Blanco,/api/v1/people/673455,R,Right,,,vs_RHP,vs_LHB,Empty,0.37,,,,,,,,,,,,,,,,,,
190,0,,0,[object Object],[object Object],"[object Object],[object Object],[object Object],[object Object]",,94.8,5.200000000000003,-0.3999999999999915,2024-10-12T22:19:53.242Z,33,atBat,Elevado de Out,field_out,Lorenzo Cedrola batea elevado de out a jardinero central Herlis Rodriguez.,0,0,5,true,33,bottom,false,4,2024-10-12T22:19:20.886Z,2024-10-12T22:19:53.242Z,true,false,false,true,0,0,0,1,661411,Lorenzo Cedrola,/api/v1/people/661411,R,Right,620978,Liarvis Breto,/api/v1/people/620978,L,Left,,,vs_LHP,vs_RHB,Empty,0.16,,,,,,,,,,fly_ball,medium,8,119.62,79.51,,,,
191,"0,1",,0,[object Object],"[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,94.5,5.5,-0.29999999999999716,2024-10-12T22:20:45.272Z,34,atBat,Roletazo de Out,field_out,"Keyber Rodriguez batea rodado de out, segunda base Luis Sardinas a primera base Leonardo Reginatto.",0,0,5,true,34,bottom,false,4,2024-10-12T22:19:58.066Z,2024-10-12T22:20:45.272Z,true,false,false,true,0,0,1,2,677601,Keyber Rodriguez,/api/v1/people/677601,R,Right,620978,Liarvis Breto,/api/v1/people/620978,L,Left,,,vs_LHP,vs_RHB,Empty,0.12,,,,,,,,,,ground_ball,medium,4,146.26,146.1,,,,
192,"0,1,2",,0,[object Object],"[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,94.3,5.700000000000003,-0.20000000000000284,2024-10-12T22:21:50.685Z,35,atBat,Elevado de Out,field_out,Alexi Amarista batea elevado de out a jardinero central Herlis Rodriguez.,0,0,5,true,35,bottom,false,4,2024-10-12T22:20:57.281Z,2024-10-12T22:21:50.685Z,true,false,false,true,0,2,0,3,506560,Alexi Amarista,/api/v1/people/506560,L,Left,620978,Liarvis Breto,/api/v1/people/620978,L,Left,,,vs_LHP,vs_LHB,Empty,0.08,,,,,,,,,,fly_ball,medium,8,117.81,87.98,,,,
193,0,,0,[object Object],[object Object],"[object Object],[object Object],[object Object],[object Object]",,95.39999999999999,4.6000000000000085,1.0999999999999943,2024-10-12T22:24:48.301Z,36,atBat,Elevado de Out,field_out,Leonel Valera batea elevado de out a jardinero central Lorenzo Cedrola.,0,0,5,true,36,top,true,5,2024-10-12T22:24:39.181Z,2024-10-12T22:24:48.301Z,true,false,false,true,0,0,0,1,665987,Leonel Valera,/api/v1/people/665987,R,Right,673455,Lazaro Blanco,/api/v1/people/673455,R,Right,,,vs_RHP,vs_RHB,Empty,0.46,,,,,,,,,,fly_ball,medium,8,160.79,98.88,,,,
194,"0,1,2,3",,0,[object Object],"[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,93.7,6.299999999999997,-1.6999999999999886,2024-10-12T22:25:57.132Z,37,atBat,Doble,double,Ricardo Genovés pega doble (1) con línea a jardinero izquierdo Leobaldo Cabrera.,0,0,5,false,37,top,true,5,2024-10-12T22:24:53.266Z,2024-10-12T22:25:57.132Z,true,false,false,false,34,2,1,1,665648,Ricardo Genovés,/api/v1/people/665648,R,Right,673455,Lazaro Blanco,/api/v1/people/673455,R,Right,,,vs_RHP,vs_RHB,RISP,0.29,,,,665648,Ricardo Genovés,/api/v1/people/665648,,,,line_drive,medium,7,60.9,130.36,,,,
195,"0,1,2",,0,[object Object],"[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,95.3,4.700000000000003,1.5999999999999943,2024-10-12T22:28:55.138Z,38,atBat,Elevado de Out,field_out,Carlos Mendoza batea elevado de out a jardinero central Lorenzo Cedrola.,0,0,5,true,38,top,true,5,2024-10-12T22:26:00.543Z,2024-10-12T22:28:55.138Z,true,false,false,true,0,1,1,2,685332,Carlos Mendoza,/api/v1/people/685332,L,Left,673455,Lazaro Blanco,/api/v1/people/673455,R,Right,,,vs_RHP,vs_LHB,RISP,0.61,,,,665648,Ricardo Genovés,/api/v1/people/665648,,,,fly_ball,medium,8,127.49,90.4,,,,
196,"2,3,4,5,6,7,8",1,"0,1,2","[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,91.8,8.200000000000003,-3.5,2024-10-12T22:36:37.377Z,39,atBat,Sencillo,single,Andruw Monasterio pega sencillo con línea a jardinero derecho Alexfri Planez.   Ricardo Genovés anota  Andruw Monasterio a 2da.,1,1,5,false,39,top,true,5,2024-10-12T22:33:34.981Z,2024-10-12T22:36:37.377Z,true,true,false,false,33,3,2,2,655316,Andruw Monasterio,/api/v1/people/655316,R,Right,660522,Carlos Suniaga,/api/v1/people/660522,R,Right,,,vs_RHP,vs_RHB,RISP,0.44,,,,655316,Andruw Monasterio,/api/v1/people/655316,,,,line_drive,medium,9,175.92,129.75,,,,
197,0,,0,[object Object],[object Object],"[object Object],[object Object],[object Object],[object Object]",,93.7,6.299999999999997,1.9000000000000057,2024-10-12T22:37:15.687Z,40,atBat,Roletazo de Out,field_out,"Leonardo Reginatto batea rodado de out, campo corto Keyber Rodriguez a primera base Yorman Rodriguez.",0,1,5,true,40,top,true,5,2024-10-12T22:36:45.046Z,2024-10-12T22:37:15.687Z,true,false,false,true,0,0,0,3,553891,Leonardo Reginatto,/api/v1/people/553891,R,Right,660522,Carlos Suniaga,/api/v1/people/660522,R,Right,,,vs_RHP,vs_RHB,Empty,0.68,,,,,,,,,,ground_ball,medium,6,125.68,135.2,,,,
198,"1,2,3",0,0,[object Object],"[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,96.5,3.5,2.799999999999997,2024-10-12T22:41:46.916Z,41,atBat,Jonrón,home_run,José A.   Martínez batea jonrón (1) con elevado entre los jardines izquierdo y central.,1,1,6,false,41,bottom,false,5,2024-10-12T22:41:05.663Z,2024-10-12T22:41:46.916Z,true,true,false,false,38,1,1,0,500874,José A. Martínez,/api/v1/people/500874,R,Right,699703,Saul Teran,/api/v1/people/699703,R,Right,,,vs_RHP,vs_RHB,Empty,0.22,,,,,,,,,,fly_ball,medium,78,46.98,46.82,,,,
199,0,,0,[object Object],[object Object],"[object Object],[object Object],[object Object],[object Object]",,96.2,3.799999999999997,-0.29999999999999716,2024-10-12T22:42:53.596Z,42,atBat,Elevado de Out,field_out,Yorman Rodriguez batea elevadito de out a campo corto Andruw Monasterio.,0,1,6,true,42,bottom,false,5,2024-10-12T22:42:47.054Z,2024-10-12T22:42:53.596Z,true,false,false,true,0,0,0,1,550298,Yorman Rodriguez,/api/v1/people/550298,R,Right,699703,Saul Teran,/api/v1/people/699703,R,Right,,,vs_RHP,vs_RHB,Empty,0.13,,,,,,,,,,popup,medium,6,95.41,140.65,,,,
200,"0,1,2",,0,[object Object],"[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,96,4,-0.20000000000000284,2024-10-12T22:48:23.813Z,43,atBat,Ponche,strikeout,Leobaldo Cabrera se poncha tirándole.,0,1,6,true,43,bottom,false,5,2024-10-12T22:48:19.539Z,2024-10-12T22:48:23.813Z,true,false,false,true,14,0,3,2,660659,Leobaldo Cabrera,/api/v1/people/660659,R,Right,699703,Saul Teran,/api/v1/people/699703,R,Right,,,vs_RHP,vs_RHB,Empty,0.1,,,,,,,,,,,,,,,,,,
201,0,,0,[object Object],[object Object],"[object Object],[object Object],[object Object],[object Object]",,96.1,3.9000000000000057,0.09999999999999432,2024-10-12T22:48:33.469Z,44,atBat,Sencillo,single,Angel Aguilar pega sencillo con línea a jardinero izquierdo Willians Astudillo.,0,1,6,false,44,bottom,false,5,2024-10-12T22:48:24.963Z,2024-10-12T22:48:33.469Z,true,false,false,false,33,0,0,2,622758,Angel Aguilar,/api/v1/people/622758,R,Right,699703,Saul Teran,/api/v1/people/699703,R,Right,,,vs_RHP,vs_RHB,Men_On,0.06,622758,Angel Aguilar,/api/v1/people/622758,,,,,,,line_drive,medium,7,92.38,120.67,,,,
202,"0,1,2",,0,[object Object],"[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,95.8,4.200000000000003,-0.29999999999999716,2024-10-12T22:49:01.420Z,45,atBat,Línea de Out,field_out,Jesús Sucre batea línea de out a tercera base Leonel Valera.,0,1,6,true,45,bottom,false,5,2024-10-12T22:48:46.828Z,2024-10-12T22:49:01.420Z,true,false,false,true,0,0,2,3,491696,Jesús Sucre,/api/v1/people/491696,R,Right,699703,Saul Teran,/api/v1/people/699703,R,Right,,,vs_RHP,vs_RHB,Empty,0.12,,,,,,,,,,line_drive,medium,5,114.17,169.71,,,,
203,0,,0,[object Object],[object Object],"[object Object],[object Object]",,94,6,-1.7999999999999972,2024-10-12T22:49:07.952Z,46,atBat,Pelotazo,hit_by_pitch,Luis Sardinas golpeado por lanzamiento.,0,1,6,false,46,top,true,6,2024-10-12T22:49:05.074Z,2024-10-12T22:49:07.952Z,true,false,false,false,11,1,0,0,596143,Luis Sardinas,/api/v1/people/596143,L,Left,660522,Carlos Suniaga,/api/v1/people/660522,R,Right,,,vs_RHP,vs_LHB,Men_On,0.41,596143,Luis Sardinas,/api/v1/people/596143,,,,,,,,,,,,,,,
204,"0,1",,"0,1","[object Object],[object Object]","[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,90.7,9.299999999999997,-3.299999999999997,2024-10-12T22:49:55.507Z,47,atBat,Sencillo,single,"Caribes reto (jugada en la 1ra) sustentado, se cambia la decisión: Balbino Fuenmayor pega sencillo con rodado a tercera base Angel Aguilar.   Luis Sardinas a 2da.",0,1,6,false,47,top,true,6,2024-10-12T22:49:09.095Z,2024-10-12T22:49:55.507Z,true,false,true,false,33,0,1,0,515768,Balbino Fuenmayor,/api/v1/people/515768,R,Right,660522,Carlos Suniaga,/api/v1/people/660522,R,Right,,,vs_RHP,vs_RHB,RISP,0.78,515768,Balbino Fuenmayor,/api/v1/people/515768,596143,Luis Sardinas,/api/v1/people/596143,,,,ground_ball,medium,5,112.36,178.79,true,false,MF,694
205,"0,1",,0,[object Object],"[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,93.8,6.200000000000003,3.0999999999999943,2024-10-12T22:55:28.066Z,48,atBat,Elevado de Out,field_out,Willians Astudillo batea elevadito de out a primera base Yorman Rodriguez.,0,1,6,true,48,top,true,6,2024-10-12T22:54:24.501Z,2024-10-12T22:55:28.066Z,true,false,false,true,0,0,1,1,553902,Willians Astudillo,/api/v1/people/553902,R,Right,660522,Carlos Suniaga,/api/v1/people/660522,R,Right,,,vs_RHP,vs_RHB,RISP,1.3,515768,Balbino Fuenmayor,/api/v1/people/515768,596143,Luis Sardinas,/api/v1/people/596143,,,,popup,medium,3,156.55,166.08,,,,
206,"3,4,5,6,7","1,2",0,[object Object],"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,96,4,2.200000000000003,2024-10-12T22:59:36.197Z,49,atBat,Ponche,strikeout,Niuman Romero se poncha tirándole.,0,1,6,true,49,top,true,6,2024-10-12T22:58:11.754Z,2024-10-12T22:59:36.197Z,true,false,false,true,14,2,3,2,462962,Niuman Romero,/api/v1/people/462962,R,Right,682949,Christian Suarez,/api/v1/people/682949,L,Left,,,vs_LHP,vs_RHB,RISP,1.04,515768,Balbino Fuenmayor,/api/v1/people/515768,596143,Luis Sardinas,/api/v1/people/596143,,,,,,,,,,,,
207,0,,0,[object Object],[object Object],"[object Object],[object Object],[object Object],[object Object]",,97.7,2.299999999999997,1.7000000000000028,2024-10-12T23:00:17.140Z,50,atBat,Elevado de Out,field_out,Leonel Valera batea elevado de out a jardinero derecho Alexfri Planez.,0,1,6,true,50,top,true,6,2024-10-12T22:59:43.348Z,2024-10-12T23:00:17.140Z,true,false,false,true,0,0,0,3,665987,Leonel Valera,/api/v1/people/665987,R,Right,682949,Christian Suarez,/api/v1/people/682949,L,Left,,,vs_LHP,vs_RHB,Empty,0.68,,,,,,,,,,fly_ball,medium,9,179.55,113.41,,,,
208,"1,2,3,4,5",0,0,[object Object],"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object]",,98,2,0.29999999999999716,2024-10-12T23:04:04.368Z,51,atBat,Base por Bolas,walk,Alexfri Planez recibe base por bolas.,0,1,6,false,51,bottom,false,6,2024-10-12T23:03:02.322Z,2024-10-12T23:04:04.368Z,true,false,false,false,0,4,1,0,678413,Alexfri Planez,/api/v1/people/678413,R,Right,699703,Saul Teran,/api/v1/people/699703,R,Right,,,vs_RHP,vs_RHB,Men_On,0.09,678413,Alexfri Planez,/api/v1/people/678413,,,,,,,,,,,,,,,
209,"0,1",,0,[object Object],"[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,97.7,2.299999999999997,-0.29999999999999716,2024-10-12T23:05:04.871Z,52,atBat,Elevado de Out,field_out,Lorenzo Cedrola batea elevado de out a jardinero izquierdo Willians Astudillo.,0,1,6,true,52,bottom,false,6,2024-10-12T23:04:25.612Z,2024-10-12T23:05:04.871Z,true,false,false,true,0,0,1,1,661411,Lorenzo Cedrola,/api/v1/people/661411,R,Right,699703,Saul Teran,/api/v1/people/699703,R,Right,,,vs_RHP,vs_RHB,Men_On,0.14,678413,Alexfri Planez,/api/v1/people/678413,,,,,,,fly_ball,medium,7,100.85,96.46,,,,
210,"0,1,2",,0,[object Object],"[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,97.5,2.5,-0.20000000000000284,2024-10-12T23:06:32.941Z,53,atBat,Elevado de Out,field_out,Keyber Rodriguez batea elevado de out a jardinero central Eduardo Diaz.,0,1,6,true,53,bottom,false,6,2024-10-12T23:05:19.757Z,2024-10-12T23:06:32.941Z,true,false,false,true,0,0,2,2,677601,Keyber Rodriguez,/api/v1/people/677601,R,Right,699703,Saul Teran,/api/v1/people/699703,R,Right,,,vs_RHP,vs_RHB,Men_On,0.12,678413,Alexfri Planez,/api/v1/people/678413,,,,,,,fly_ball,medium,8,132.94,71.03,,,,
211,"0,1",,0,[object Object],"[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,97.2,2.799999999999997,-0.29999999999999716,2024-10-12T23:07:29.190Z,54,atBat,Elevado de Out,field_out,Alexi Amarista batea elevado de out a jardinero central Eduardo Diaz.,0,1,6,true,54,bottom,false,6,2024-10-12T23:06:42.888Z,2024-10-12T23:07:29.190Z,true,false,false,true,0,1,0,3,506560,Alexi Amarista,/api/v1/people/506560,L,Left,699703,Saul Teran,/api/v1/people/699703,R,Right,,,vs_RHP,vs_LHB,Empty,0.09,,,,,,,,,,fly_ball,medium,8,163.21,75.87,,,,
212,"0,1,2",,0,[object Object],"[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,98.1,1.9000000000000057,0.8999999999999915,2024-10-12T23:11:10.518Z,55,atBat,Elevado de Out,field_out,Ricardo Genovés batea elevado de out a jardinero izquierdo Leobaldo Cabrera.,0,1,6,true,55,top,true,7,2024-10-12T23:09:55.347Z,2024-10-12T23:11:10.518Z,true,false,false,true,0,1,1,1,665648,Ricardo Genovés,/api/v1/people/665648,R,Right,682949,Christian Suarez,/api/v1/people/682949,L,Left,,,vs_LHP,vs_RHB,Empty,0.35,,,,,,,,,,fly_ball,medium,7,90.56,92.22,,,,
213,"0,1",,0,[object Object],"[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,97.2,2.799999999999997,-0.8999999999999915,2024-10-12T23:12:20.780Z,56,atBat,Sencillo,single,Carlos Mendoza pega sencillo con rodado suave a segunda base Alexi Amarista.,0,1,6,false,56,top,true,7,2024-10-12T23:11:14.767Z,2024-10-12T23:12:20.780Z,true,false,false,false,33,0,1,1,685332,Carlos Mendoza,/api/v1/people/685332,L,Left,682949,Christian Suarez,/api/v1/people/682949,L,Left,,,vs_LHP,vs_LHB,Men_On,0.21,685332,Carlos Mendoza,/api/v1/people/685332,,,,,,,ground_ball,soft,4,146.86,165.47,,,,
214,"0,1,2,3",,"0,1","[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object]",,95.5,4.5,-1.7000000000000028,2024-10-12T23:13:58.668Z,57,atBat,Base por Bolas,walk,Andruw Monasterio recibe base por bolas.   Carlos Mendoza a 2da.,0,1,6,false,57,top,true,7,2024-10-12T23:12:33.782Z,2024-10-12T23:13:58.668Z,true,false,false,false,0,4,0,1,655316,Andruw Monasterio,/api/v1/people/655316,R,Right,682949,Christian Suarez,/api/v1/people/682949,L,Left,,,vs_LHP,vs_RHB,RISP,0.44,655316,Andruw Monasterio,/api/v1/people/655316,685332,Carlos Mendoza,/api/v1/people/685332,,,,,,,,,,,,
215,"0,1,2",,"0,1,2","[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,97.39999999999999,2.6000000000000085,1.8999999999999915,2024-10-12T23:16:57.910Z,58,atBat,Out Forzado,force_out,"Leonardo Reginatto batea rodado batea para out forzado, tercera base Angel Aguilar a segunda base Alexi Amarista.   Carlos Mendoza a 3ra.    Andruw Monasterio out en 2da.    Leonardo Reginatto a 1ra.",0,1,6,true,58,top,true,7,2024-10-12T23:15:32.092Z,2024-10-12T23:16:57.910Z,true,false,false,true,0,2,0,2,553891,Leonardo Reginatto,/api/v1/people/553891,R,Right,682949,Christian Suarez,/api/v1/people/682949,L,Left,,,vs_LHP,vs_RHB,RISP,0.9,553891,Leonardo Reginatto,/api/v1/people/553891,,,,685332,Carlos Mendoza,/api/v1/people/685332,ground_ball,medium,5,96.62,161.84,,,,
216,"0,1,2,3,4,5,6",,0,[object Object],"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,98.8,1.2000000000000028,1.4000000000000057,2024-10-12T23:20:49.024Z,59,atBat,Ponche,strikeout,Luis Sardinas se poncha tirándole.,0,1,6,true,59,top,true,7,2024-10-12T23:17:08.936Z,2024-10-12T23:20:49.024Z,true,false,false,true,14,2,3,3,596143,Luis Sardinas,/api/v1/people/596143,R,Right,682949,Christian Suarez,/api/v1/people/682949,L,Left,,,vs_LHP,vs_RHB,Empty,0.55,,,,,,,,,,,,,,,,,,
217,"1,2,3",0,0,[object Object],"[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,98.6,1.4000000000000057,-0.20000000000000284,2024-10-12T23:25:03.871Z,60,atBat,Roletazo de Out,field_out,"José A.   Martínez batea rodado de out, lanzador Andres Sotillet a segunda base Luis Sardinas a primera base Leonardo Reginatto.",0,1,6,true,60,bottom,false,7,2024-10-12T23:23:47.932Z,2024-10-12T23:25:03.871Z,true,false,false,true,0,0,2,1,500874,José A. Martínez,/api/v1/people/500874,R,Right,666005,Andres Sotillet,/api/v1/people/666005,R,Right,,,vs_RHP,vs_RHB,Empty,0.05,,,,,,,,,,ground_ball,medium,1,147.47,166.08,,,,
218,"0,1,2",,0,[object Object],"[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,98.6,1.4000000000000057,0,2024-10-12T23:26:02.896Z,61,atBat,Roletazo de Out,field_out,"Yorman Rodriguez batea rodado de out, tercera base Leonel Valera a primera base Leonardo Reginatto.",0,1,6,true,61,bottom,false,7,2024-10-12T23:25:05.889Z,2024-10-12T23:26:02.896Z,true,false,false,true,0,1,1,2,550298,Yorman Rodriguez,/api/v1/people/550298,R,Right,666005,Andres Sotillet,/api/v1/people/666005,R,Right,,,vs_RHP,vs_RHB,Empty,0.04,,,,,,,,,,ground_ball,medium,5,96.01,158.81,,,,
219,"0,1",,0,[object Object],"[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,98.7,1.2999999999999972,0.10000000000000853,2024-10-12T23:27:02.033Z,62,atBat,Doble,double,Leobaldo Cabrera pega doble (2) con elevado a jardinero central Eduardo Diaz.,0,1,6,false,62,bottom,false,7,2024-10-12T23:26:09.892Z,2024-10-12T23:27:02.033Z,true,false,false,false,34,1,0,2,660659,Leobaldo Cabrera,/api/v1/people/660659,R,Right,666005,Andres Sotillet,/api/v1/people/666005,R,Right,,,vs_RHP,vs_RHB,RISP,0.03,,,,660659,Leobaldo Cabrera,/api/v1/people/660659,,,,fly_ball,medium,8,133.55,50.45,,,,
220,"0,1,2,3,4",,0,[object Object],"[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,98.5,1.5,-0.20000000000000284,2024-10-12T23:29:30.155Z,63,atBat,Roletazo de Out,field_out,"Angel Aguilar batea rodado de out, campo corto Andruw Monasterio a primera base Leonardo Reginatto.",0,1,6,true,63,bottom,false,7,2024-10-12T23:27:22.941Z,2024-10-12T23:29:30.155Z,true,false,false,true,0,2,2,3,622758,Angel Aguilar,/api/v1/people/622758,R,Right,666005,Andres Sotillet,/api/v1/people/666005,R,Right,,,vs_RHP,vs_RHB,Empty,0.08,,,,,,,,,,ground_ball,medium,6,105.09,147.91,,,,
221,1,0,0,[object Object],"[object Object],[object Object]","[object Object],[object Object]",,97.3,2.700000000000003,-1.2000000000000028,2024-10-12T23:32:45.184Z,64,atBat,Pelotazo,hit_by_pitch,Balbino Fuenmayor golpeado por lanzamiento.,0,1,6,false,64,top,true,8,2024-10-12T23:32:42.167Z,2024-10-12T23:32:45.184Z,true,false,false,false,11,1,0,0,515768,Balbino Fuenmayor,/api/v1/people/515768,R,Right,692024,Alex Carrillo,/api/v1/people/692024,R,Right,,,vs_RHP,vs_RHB,Men_On,0.27,515768,Balbino Fuenmayor,/api/v1/people/515768,,,,,,,,,,,,,,,
222,"0,1,2,3",,"0,1","[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object]",99.4,0.5999999999999943,2.1000000000000085,2024-10-12T23:34:22.410Z,65,atBat,Roletazo de Doble Play,grounded_into_double_play,"Willians Astudillo batea rodado batea para doble matanza, campo corto Keyber Rodriguez a segunda base Alexi Amarista a primera base Yorman Rodriguez.   Balbino Fuenmayor out en 2da.    Willians Astudillo out en 1ra.",0,1,6,true,65,top,true,8,2024-10-12T23:32:46.507Z,2024-10-12T23:34:22.410Z,true,false,false,true,24,1,2,2,553902,Willians Astudillo,/api/v1/people/553902,R,Right,692024,Alex Carrillo,/api/v1/people/692024,R,Right,,,vs_RHP,vs_RHB,Empty,0.53,,,,,,,,,,ground_ball,medium,6,126.28,136.41,,,,
223,"0,1,2,3",,0,[object Object],"[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,99.6,0.4000000000000057,0.19999999999998863,2024-10-12T23:36:00.937Z,66,atBat,Elevado de Out,field_out,Eduardo Diaz batea elevado de out a jardinero central Lorenzo Cedrola.,0,1,6,true,66,top,true,8,2024-10-12T23:34:24.865Z,2024-10-12T23:36:00.937Z,true,false,false,true,0,1,2,3,666452,Eduardo Diaz,/api/v1/people/666452,R,Right,692024,Alex Carrillo,/api/v1/people/692024,R,Right,,,vs_RHP,vs_RHB,Empty,0.06,,,,,,,,,,fly_ball,medium,8,142.63,102.51,,,,
224,"1,2",0,0,[object Object],"[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,99.5,0.5,-0.09999999999999432,2024-10-12T23:39:29.286Z,67,atBat,Roletazo de Out,field_out,"Jesús Sucre batea rodado de out, campo corto Andruw Monasterio a primera base Leonardo Reginatto.",0,1,6,true,67,bottom,false,8,2024-10-12T23:39:19.570Z,2024-10-12T23:39:29.286Z,true,false,false,true,0,0,1,1,491696,Jesús Sucre,/api/v1/people/491696,R,Right,674289,Manuel Cachutt,/api/v1/people/674289,R,Right,,,vs_RHP,vs_RHB,Empty,0.02,,,,,,,,,,ground_ball,medium,6,105.7,142.47,,,,
225,"0,1,2,3,4,5",,0,[object Object],"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object]",,99.6,0.4000000000000057,0.09999999999999432,2024-10-12T23:41:50.340Z,68,atBat,Base por Bolas,walk,Alexfri Planez recibe base por bolas.,0,1,6,false,68,bottom,false,8,2024-10-12T23:39:33.336Z,2024-10-12T23:41:50.340Z,true,false,false,false,0,4,2,1,678413,Alexfri Planez,/api/v1/people/678413,R,Right,674289,Manuel Cachutt,/api/v1/people/674289,R,Right,,,vs_RHP,vs_RHB,Men_On,0.02,678413,Alexfri Planez,/api/v1/people/678413,,,,,,,,,,,,,,,
226,"0,1",,"0,1","[object Object],[object Object]","[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,99.6,0.4000000000000057,0,2024-10-12T23:43:12.290Z,69,atBat,Sencillo,single,Lorenzo Cedrola pega sencillo con línea a segunda base Luis Sardinas.   Alexfri Planez a 2da.,0,1,6,false,69,bottom,false,8,2024-10-12T23:41:53.651Z,2024-10-12T23:43:12.290Z,true,false,false,false,33,1,0,1,661411,Lorenzo Cedrola,/api/v1/people/661411,R,Right,674289,Manuel Cachutt,/api/v1/people/674289,R,Right,,,vs_RHP,vs_RHB,RISP,0.02,661411,Lorenzo Cedrola,/api/v1/people/661411,678413,Alexfri Planez,/api/v1/people/678413,,,,line_drive,medium,4,158.97,150.94,,,,
227,"0,2,3,4,5",1,"0,1,2","[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,99.7,0.29999999999999716,0.10000000000000853,2024-10-12T23:45:57.721Z,70,atBat,Error de Fildeo,field_error,Keyber Rodriguez se embasa por error en fildeo de tercera base Leonel Valera.,0,1,6,false,70,bottom,false,8,2024-10-12T23:44:30.318Z,2024-10-12T23:45:57.721Z,true,false,false,false,0,1,2,1,677601,Keyber Rodriguez,/api/v1/people/677601,R,Right,674289,Manuel Cachutt,/api/v1/people/674289,R,Right,,,vs_RHP,vs_RHB,Loaded,0.04,677601,Keyber Rodriguez,/api/v1/people/677601,661411,Lorenzo Cedrola,/api/v1/people/661411,678413,Alexfri Planez,/api/v1/people/678413,ground_ball,medium,5,114.78,172.13,,,,
