,pitchIndex,actionIndex,runnerIndex,runners,playEvents,credits,flags,homeTeamWinProbability,awayTeamWinProbability,homeTeamWinProbabilityAdded,playEndTime,atBatIndex,result.type,result.event,result.eventType,result.description,result.rbi,result.awayScore,result.homeScore,result.isOut,about.atBatIndex,about.halfInning,about.isTopInning,about.inning,about.startTime,about.endTime,about.isComplete,about.isScoringPlay,about.hasReview,about.hasOut,about.captivatingIndex,count.balls,count.strikes,count.outs,matchup.batter.id,matchup.batter.fullName,matchup.batter.link,matchup.batSide.code,matchup.batSide.description,matchup.pitcher.id,matchup.pitcher.fullName,matchup.pitcher.link,matchup.pitchHand.code,matchup.pitchHand.description,matchup.batterHotColdZones,matchup.pitcherHotColdZones,matchup.splits.batter,matchup.splits.pitcher,matchup.splits.menOnBase,leverageIndex,matchup.postOnFirst.id,matchup.postOnFirst.fullName,matchup.postOnFirst.link,matchup.postOnSecond.id,matchup.postOnSecond.fullName,matchup.postOnSecond.link,matchup.postOnThird.id,matchup.postOnThird.fullName,matchup.postOnThird.link,trajectory,hardness,location,coordinates.coordX,coordinates.coordY,reviewDetails.isOverturned,reviewDetails.inProgress,reviewDetails.reviewType,reviewDetails.challengeTeamId
0,"3,4,5,6,7,8,9,10,11,12","0,1,2",0,[object Object],"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,52.2,47.8,2.200000000000003,2024-10-11T23:42:35.892Z,0,atBat,Ponche,strikeout,"Carlos D.   Rodriguez se poncha tirándole, receptor Israel Pineda a primera base Carlos Rivero.",0,0,0,true,0,top,true,1,2024-10-11T23:38:44.258Z,2024-10-11T23:42:35.892Z,true,false,false,true,14,2,3,1,677578,Carlos D. Rodriguez,/api/v1/people/677578,L,Left,673603,Luis Romero,/api/v1/people/673603,R,Right,,,vs_RHP,vs_LHB,Empty,,,,,,,,,,,,,,,,,,,
1,"0,1",,0,[object Object],"[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,53.7,46.3,1.5,2024-10-11T23:43:55.997Z,1,atBat,Línea de Out,field_out,Peter O'Brien batea línea de out a jardinero izquierdo Hedbert Perez.,0,0,0,true,1,top,true,1,2024-10-11T23:42:53.550Z,2024-10-11T23:43:55.997Z,true,false,false,true,0,0,1,2,598284,Peter O'Brien,/api/v1/people/598284,R,Right,673603,Luis Romero,/api/v1/people/673603,R,Right,,,vs_RHP,vs_RHB,Empty,0.62,,,,,,,,,,line_drive,medium,7,84.1,115.94,,,,
2,"0,1,2,3",,0,[object Object],"[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,54.7,45.3,1,2024-10-11T23:45:31.572Z,2,atBat,Elevado de Out,field_out,Keon Barnum batea elevado de out a jardinero central Luis Matos.,0,0,0,true,2,top,true,1,2024-10-11T23:43:57.619Z,2024-10-11T23:45:31.572Z,true,false,false,true,0,1,2,3,621572,Keon Barnum,/api/v1/people/621572,L,Left,673603,Luis Romero,/api/v1/people/673603,R,Right,,,vs_RHP,vs_LHB,Empty,0.4,,,,,,,,,,fly_ball,medium,8,125.86,92.34,,,,
3,"0,1,2,3",,0,[object Object],"[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,52.6,47.4,-2.1000000000000014,2024-10-11T23:48:48.168Z,3,atBat,Elevado de Out,field_out,Luis Matos batea elevado de out a jardinero central Carlos D.   Rodriguez.,0,0,0,true,3,bottom,false,1,2024-10-11T23:45:34.964Z,2024-10-11T23:48:48.168Z,true,false,false,true,0,2,1,1,682641,Luis Matos,/api/v1/people/682641,R,Right,448855,Junior Guerra,/api/v1/people/448855,R,Right,,,vs_RHP,vs_RHB,Empty,0.87,,,,,,,,,,fly_ball,medium,8,127.67,89.92,,,,
4,"0,1,2",,0,[object Object],"[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,51,49,-1.6000000000000014,2024-10-11T23:50:19.284Z,4,atBat,Elevado de Out,field_out,Alcides Escobar batea elevado de out a segunda base José Peraza.,0,0,0,true,4,bottom,false,1,2024-10-11T23:48:49.935Z,2024-10-11T23:50:19.284Z,true,false,false,true,0,1,1,2,444876,Alcides Escobar,/api/v1/people/444876,R,Right,448855,Junior Guerra,/api/v1/people/448855,R,Right,,,vs_RHP,vs_RHB,Empty,0.62,,,,,,,,,,fly_ball,medium,4,154.9,116.55,,,,
5,"0,1,2",,0,[object Object],"[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,50,50,-1,2024-10-11T23:52:04.622Z,5,atBat,Ponche,strikeout,Leonys Martin se poncha tirándole.,0,0,0,true,5,bottom,false,1,2024-10-11T23:50:21.016Z,2024-10-11T23:52:04.622Z,true,false,false,true,14,0,3,3,547982,Leonys Martin,/api/v1/people/547982,L,Left,448855,Junior Guerra,/api/v1/people/448855,R,Right,,,vs_RHP,vs_LHB,Empty,0.4,,,,,,,,,,,,,,,,,,
6,"0,1,2,3",,0,[object Object],"[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,39.2,60.8,-10.799999999999997,2024-10-11T23:55:26.194Z,6,atBat,Jonrón,home_run,Renato Núñez batea jonrón (1) con elevado entre los jardines izquierdo y central.,1,1,0,false,6,top,true,2,2024-10-11T23:54:39.577Z,2024-10-11T23:55:26.194Z,true,true,false,false,65,1,2,0,600524,Renato Núñez,/api/v1/people/600524,R,Right,673603,Luis Romero,/api/v1/people/673603,R,Right,,,vs_RHP,vs_RHB,Empty,0.93,,,,,,,,,,fly_ball,medium,78,57.48,39.09,,,,
7,0,,0,[object Object],[object Object],"[object Object],[object Object],[object Object],[object Object]",,41.199999999999996,58.800000000000004,1.999999999999993,2024-10-11T23:56:19.078Z,7,atBat,Roletazo de Out,field_out,"Alberth Martinez batea rodado de out, campo corto Alcides Escobar a primera base Carlos Rivero.",0,1,0,true,7,top,true,2,2024-10-11T23:55:27.916Z,2024-10-11T23:56:19.078Z,true,false,false,true,0,0,0,1,594021,Alberth Martinez,/api/v1/people/594021,R,Right,673603,Luis Romero,/api/v1/people/673603,R,Right,,,vs_RHP,vs_RHB,Empty,0.82,,,,,,,,,,ground_ball,medium,6,107.7,152.85,,,,
8,"0,1,2,3",,0,[object Object],"[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,42.699999999999996,57.300000000000004,1.5,2024-10-11T23:57:41.018Z,8,atBat,Elevado de Out,field_out,Manuel Boscan batea elevado de out a jardinero izquierdo Hedbert Perez.,0,1,0,true,8,top,true,2,2024-10-11T23:56:21.248Z,2024-10-11T23:57:41.018Z,true,false,false,true,0,1,2,2,598724,Manuel Boscan,/api/v1/people/598724,L,Left,673603,Luis Romero,/api/v1/people/673603,R,Right,,,vs_RHP,vs_LHB,Empty,0.59,,,,,,,,,,fly_ball,medium,7,89.55,102.63,,,,
9,"0,1",,0,[object Object],"[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,43.7,56.3,1.000000000000007,2024-10-11T23:58:41.468Z,9,atBat,Roletazo de Out,field_out,"José Peraza batea rodado de out, segunda base César Hernández a primera base Carlos Rivero.",0,1,0,true,9,top,true,2,2024-10-11T23:57:43.426Z,2024-10-11T23:58:41.468Z,true,false,false,true,0,0,1,3,606299,José Peraza,/api/v1/people/606299,R,Right,673603,Luis Romero,/api/v1/people/673603,R,Right,,,vs_RHP,vs_RHB,Empty,0.39,,,,,,,,,,ground_ball,medium,4,147.04,155.28,,,,
10,"0,1",,0,[object Object],"[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,47.8,52.2,4.099999999999994,2024-10-12T00:01:39.539Z,10,atBat,Sencillo,single,Wilson Garcia pega sencillo con rodado fuerte a jardinero central Carlos D.   Rodriguez.,0,1,0,false,10,bottom,false,2,2024-10-11T23:58:44.782Z,2024-10-12T00:01:39.539Z,true,false,false,false,33,1,0,0,600902,Wilson Garcia,/api/v1/people/600902,L,Left,448855,Junior Guerra,/api/v1/people/448855,R,Right,,,vs_RHP,vs_LHB,Men_On,0.99,600902,Wilson Garcia,/api/v1/people/600902,,,,,,,ground_ball,hard,8,141.59,146.8,,,,
11,0,,"0,1","[object Object],[object Object]",[object Object],"[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object]",39.4,60.6,-8.399999999999999,2024-10-12T00:02:11.270Z,11,atBat,Roletazo de Doble Play,grounded_into_double_play,"Carlos Rivero batea rodado batea para doble matanza, tercera base Manuel Boscan a segunda base José Peraza a primera base Renato Núñez.   Wilson Garcia out en 2da.    Carlos Rivero out en 1ra.",0,1,0,true,11,bottom,false,2,2024-10-12T00:01:47.883Z,2024-10-12T00:02:11.270Z,true,false,false,true,24,0,0,2,491640,Carlos Rivero,/api/v1/people/491640,R,Right,448855,Junior Guerra,/api/v1/people/448855,R,Right,,,vs_RHP,vs_RHB,Empty,1.65,,,,,,,,,,ground_ball,medium,5,101.05,166.77,,,,
12,"0,1,2,3,4,5",,0,[object Object],"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,38.3,61.7,-1.1000000000000014,2024-10-12T00:04:29.467Z,12,atBat,Ponche,strikeout,César Hernández se poncha tirándole.,0,1,0,true,12,bottom,false,2,2024-10-12T00:02:13.341Z,2024-10-12T00:04:29.467Z,true,false,false,true,14,3,3,3,514917,César Hernández,/api/v1/people/514917,L,Left,448855,Junior Guerra,/api/v1/people/448855,R,Right,,,vs_RHP,vs_LHB,Empty,0.46,,,,,,,,,,,,,,,,,,
13,"0,1,2",,0,[object Object],"[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,34.9,65.1,-3.3999999999999986,2024-10-12T00:07:39.506Z,13,atBat,Sencillo,single,Tucupita Marcano pega sencillo con rodado a jardinero central Luis Matos.,0,1,0,false,13,top,true,3,2024-10-12T00:04:39.381Z,2024-10-12T00:07:39.506Z,true,false,false,false,33,1,1,0,672779,Tucupita Marcano,/api/v1/people/672779,L,Left,673603,Luis Romero,/api/v1/people/673603,R,Right,,,vs_RHP,vs_LHB,Men_On,0.87,672779,Tucupita Marcano,/api/v1/people/672779,,,,,,,ground_ball,medium,8,143.41,154.67,,,,
14,"0,1,2,3",,0,[object Object],"[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,38,62,3.1000000000000014,2024-10-12T00:09:40.928Z,14,atBat,Elevado de Out,field_out,Pablo Aliendo batea elevado de out a jardinero central Luis Matos.,0,1,0,true,14,top,true,3,2024-10-12T00:07:42.943Z,2024-10-12T00:09:40.928Z,true,false,false,true,0,1,2,1,680846,Pablo Aliendo,/api/v1/people/680846,R,Right,673603,Luis Romero,/api/v1/people/673603,R,Right,,,vs_RHP,vs_RHB,Men_On,1.39,672779,Tucupita Marcano,/api/v1/people/672779,,,,,,,fly_ball,medium,8,121.02,88.71,,,,
15,"0,1,2",,"0,1","[object Object],[object Object]","[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,29.9,70.1,-8.100000000000001,2024-10-12T00:11:08.951Z,15,atBat,Doble,double,Carlos D.   Rodriguez pega doble (1) con línea a jardinero izquierdo Hedbert Perez.   Tucupita Marcano a 3ra.,0,1,0,false,15,top,true,3,2024-10-12T00:10:18.192Z,2024-10-12T00:11:08.951Z,true,false,false,false,34,1,0,1,677578,Carlos D. Rodriguez,/api/v1/people/677578,L,Left,673603,Luis Romero,/api/v1/people/673603,R,Right,,,vs_RHP,vs_LHB,RISP,1.14,,,,677578,Carlos D. Rodriguez,/api/v1/people/677578,672779,Tucupita Marcano,/api/v1/people/672779,line_drive,medium,7,73.82,137.12,,,,
16,"0,1",,"0,1,2","[object Object],[object Object],[object Object]","[object Object],[object Object]","[object Object],[object Object]",[object Object],28.7,71.3,-1.1999999999999993,2024-10-12T00:12:43.459Z,16,atBat,Elevado de Sacrificio,sac_fly,Peter O'Brien out con elevado de sacrificio a jardinero derecho Leonys Martin.   Tucupita Marcano anota  Carlos D.   Rodriguez a 3ra.,1,2,0,true,16,top,true,3,2024-10-12T00:11:10.927Z,2024-10-12T00:12:43.459Z,true,true,false,true,0,1,0,2,598284,Peter O'Brien,/api/v1/people/598284,R,Right,673603,Luis Romero,/api/v1/people/673603,R,Right,,,vs_RHP,vs_RHB,RISP,1.47,,,,,,,677578,Carlos D. Rodriguez,/api/v1/people/677578,fly_ball,medium,9,176.08,112.92,,,,
17,"0,1,2,3,4,5",,0,[object Object],"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object]",,27.900000000000002,72.1,-0.7999999999999972,2024-10-12T00:15:18.292Z,17,atBat,Base por Bolas,walk,Keon Barnum recibe base por bolas.,0,2,0,false,17,top,true,3,2024-10-12T00:12:45.852Z,2024-10-12T00:15:18.292Z,true,false,false,false,0,4,2,2,621572,Keon Barnum,/api/v1/people/621572,L,Left,673603,Luis Romero,/api/v1/people/673603,R,Right,,,vs_RHP,vs_LHB,RISP,1.1,621572,Keon Barnum,/api/v1/people/621572,,,,677578,Carlos D. Rodriguez,/api/v1/people/677578,,,,,,,,,
18,"1,2",,"0,1,2","[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,9.6,90.4,-18.300000000000004,2024-10-12T00:17:15.792Z,18,atBat,Jonrón,home_run,Renato Núñez batea jonrón (2) con elevado por el jardín izquierdo.   Carlos D.   Rodriguez anota  Keon Barnum anota .,3,5,0,false,18,top,true,3,2024-10-12T00:16:42.599Z,2024-10-12T00:17:15.792Z,true,true,false,false,38,0,1,2,600524,Renato Núñez,/api/v1/people/600524,R,Right,673603,Luis Romero,/api/v1/people/673603,R,Right,,,vs_RHP,vs_RHB,Empty,1.41,,,,,,,,,,fly_ball,hard,7,33.88,55.43,,,,
19,"0,1,2",,0,[object Object],"[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,8.9,91.1,-0.6999999999999993,2024-10-12T00:18:41.715Z,19,atBat,Doble,double,Alberth Martinez pega doble (1) con línea fuerte a jardinero izquierdo Hedbert Perez.,0,5,0,false,19,top,true,3,2024-10-12T00:17:46.603Z,2024-10-12T00:18:41.715Z,true,false,false,false,34,1,1,2,594021,Alberth Martinez,/api/v1/people/594021,R,Right,673603,Luis Romero,/api/v1/people/673603,R,Right,,,vs_RHP,vs_RHB,RISP,0.13,,,,594021,Alberth Martinez,/api/v1/people/594021,,,,line_drive,hard,7,76.84,125.62,,,,
20,"1,2,3,4",,0,[object Object],"[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object]",,8.7,91.3,-0.20000000000000107,2024-10-12T00:24:09.913Z,20,atBat,Base por Bolas Intencional,intent_walk,Luis Romero otorga base por bolas intencional a Manuel Boscan.,0,5,0,false,20,top,true,3,2024-10-12T00:19:07.220Z,2024-10-12T00:24:09.913Z,true,false,false,false,0,4,0,2,598724,Manuel Boscan,/api/v1/people/598724,L,Left,673603,Luis Romero,/api/v1/people/673603,R,Right,,,vs_RHP,vs_LHB,RISP,0.37,598724,Manuel Boscan,/api/v1/people/598724,594021,Alberth Martinez,/api/v1/people/594021,,,,,,,,,,,,
21,"2,3,4,5,6",1,"0,1,2","[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object]",,8,92,-0.6999999999999993,2024-10-12T00:25:10.817Z,21,atBat,Base por Bolas,walk,José Peraza recibe base por bolas.   Alberth Martinez a 3ra.    Manuel Boscan a 2da.,0,5,0,false,21,top,true,3,2024-10-12T00:24:53.488Z,2024-10-12T00:25:10.817Z,true,false,false,false,0,4,1,2,606299,José Peraza,/api/v1/people/606299,R,Right,642570,Will Changarotty,/api/v1/people/642570,R,Right,,,vs_RHP,vs_RHB,Loaded,0.49,606299,José Peraza,/api/v1/people/606299,598724,Manuel Boscan,/api/v1/people/598724,594021,Alberth Martinez,/api/v1/people/594021,,,,,,,,,
22,"0,1,2,3",,0,[object Object],"[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,9.9,90.1,1.9000000000000004,2024-10-12T00:26:11.576Z,22,atBat,Roletazo de Out,field_out,"Tucupita Marcano batea rodado de out, segunda base César Hernández a primera base Carlos Rivero.",0,5,0,true,22,top,true,3,2024-10-12T00:25:12.370Z,2024-10-12T00:26:11.576Z,true,false,false,true,0,2,1,3,672779,Tucupita Marcano,/api/v1/people/672779,L,Left,642570,Will Changarotty,/api/v1/people/642570,R,Right,,,vs_RHP,vs_LHB,Empty,0.81,,,,,,,,,,ground_ball,medium,4,147.64,152.85,,,,
23,"0,1,2",,0,[object Object],"[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,8.5,91.5,-1.4000000000000004,2024-10-12T00:29:22.772Z,23,atBat,Roletazo de Out,field_out,"Johan Lopez batea rodado de out fuertemente, tercera base Manuel Boscan a primera base Renato Núñez.",0,5,0,true,23,bottom,false,3,2024-10-12T00:26:15.259Z,2024-10-12T00:29:22.772Z,true,false,false,true,0,2,0,1,672517,Johan Lopez,/api/v1/people/672517,R,Right,448855,Junior Guerra,/api/v1/people/448855,R,Right,,,vs_RHP,vs_RHB,Empty,0.57,,,,,,,,,,ground_ball,hard,5,110.73,163.75,,,,
24,0,,0,[object Object],[object Object],"[object Object],[object Object],[object Object],[object Object]",[object Object],7.6,92.4,-0.9000000000000004,2024-10-12T00:30:13.984Z,24,atBat,Elevado de Out,field_out,Hedbert Perez batea elevado de out a jardinero derecho Peter O'Brien en territorio de foul.,0,5,0,true,24,bottom,false,3,2024-10-12T00:29:24.234Z,2024-10-12T00:30:13.984Z,true,false,false,true,0,0,0,2,691616,Hedbert Perez,/api/v1/people/691616,L,Left,448855,Junior Guerra,/api/v1/people/448855,R,Right,,,vs_RHP,vs_LHB,Empty,0.38,,,,,,,,,,fly_ball,medium,9,191.21,151.64,,,,
25,"0,1,2",,0,[object Object],"[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,8.4,91.6,0.8000000000000007,2024-10-12T00:31:20.366Z,25,atBat,Sencillo,single,Israel Pineda pega sencillo con línea a jardinero central Carlos D.   Rodriguez.,0,5,0,false,25,bottom,false,3,2024-10-12T00:30:15.584Z,2024-10-12T00:31:20.366Z,true,false,false,false,33,1,1,2,672832,Israel Pineda,/api/v1/people/672832,R,Right,448855,Junior Guerra,/api/v1/people/448855,R,Right,,,vs_RHP,vs_RHB,Men_On,0.21,672832,Israel Pineda,/api/v1/people/672832,,,,,,,line_drive,medium,8,108.31,120.78,,,,
26,"0,1,2,3,4,5",,0,[object Object],"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",[object Object],7.1,92.9,-1.3000000000000007,2024-10-12T00:34:39.125Z,26,atBat,Elevado de Out,field_out,Luis Matos batea elevadito de out a tercera base Manuel Boscan en territorio de foul.,0,5,0,true,26,bottom,false,3,2024-10-12T00:31:22.898Z,2024-10-12T00:34:39.125Z,true,false,false,true,0,3,2,3,682641,Luis Matos,/api/v1/people/682641,R,Right,448855,Junior Guerra,/api/v1/people/448855,R,Right,,,vs_RHP,vs_RHB,Empty,0.45,,,,,,,,,,popup,medium,5,98.63,194,,,,
27,0,,0,[object Object],[object Object],"[object Object],[object Object],[object Object],[object Object]",,5.6000000000000005,94.4,-1.4999999999999991,2024-10-12T00:37:37.679Z,27,atBat,Doble,double,Pablo Aliendo pega doble (1) con elevado a jardinero izquierdo Hedbert Perez.,0,5,0,false,27,top,true,4,2024-10-12T00:34:45.498Z,2024-10-12T00:37:37.679Z,true,false,false,false,34,0,0,0,680846,Pablo Aliendo,/api/v1/people/680846,R,Right,642570,Will Changarotty,/api/v1/people/642570,R,Right,,,vs_RHP,vs_RHB,RISP,0.24,,,,680846,Pablo Aliendo,/api/v1/people/680846,,,,fly_ball,medium,7,76.84,118.36,,,,
28,0,,"0,1","[object Object],[object Object]",[object Object],"[object Object],[object Object],[object Object],[object Object]",,3.8,96.2,-1.8000000000000007,2024-10-12T00:38:08.720Z,28,atBat,Sencillo,single,Carlos D.   Rodriguez pega sencillo con línea a jardinero central Luis Matos.   Pablo Aliendo anota.,1,6,0,false,28,top,true,4,2024-10-12T00:37:40.259Z,2024-10-12T00:38:08.720Z,true,true,false,false,33,0,0,0,677578,Carlos D. Rodriguez,/api/v1/people/677578,L,Left,642570,Will Changarotty,/api/v1/people/642570,R,Right,,,vs_RHP,vs_LHB,Men_On,0.29,677578,Carlos D. Rodriguez,/api/v1/people/677578,,,,,,,line_drive,medium,8,147.64,123.81,,,,
29,"0,1,2,3",,"0,1","[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,2.3,97.7,-1.5,2024-10-12T00:40:21.007Z,29,atBat,Doble,double,Peter O'Brien pega doble (1) con línea a jardinero izquierdo Hedbert Perez.   Carlos D.   Rodriguez a 3ra.,0,6,0,false,29,top,true,4,2024-10-12T00:38:21.538Z,2024-10-12T00:40:21.007Z,true,false,false,false,34,2,1,0,598284,Peter O'Brien,/api/v1/people/598284,R,Right,642570,Will Changarotty,/api/v1/people/642570,R,Right,,,vs_RHP,vs_RHB,RISP,0.22,,,,598284,Peter O'Brien,/api/v1/people/598284,677578,Carlos D. Rodriguez,/api/v1/people/677578,line_drive,medium,7,67.16,116.55,,,,
30,"0,1,2,3",,"0,1,2,3","[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,1.0999999999999999,98.9,-1.2,2024-10-12T00:42:11.219Z,30,atBat,Doble,double,Keon Barnum pega doble (1) con línea a jardinero izquierdo Hedbert Perez.   Carlos D.   Rodriguez anota  Peter O'Brien anota.,2,8,0,false,30,top,true,4,2024-10-12T00:40:23.038Z,2024-10-12T00:42:11.219Z,true,true,false,false,34,2,1,0,621572,Keon Barnum,/api/v1/people/621572,L,Left,642570,Will Changarotty,/api/v1/people/642570,R,Right,,,vs_RHP,vs_LHB,RISP,0.19,,,,621572,Keon Barnum,/api/v1/people/621572,,,,line_drive,medium,7,91.37,68.14,,,,
31,"2,3",1,0,[object Object],"[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,1.4000000000000001,98.6,0.30000000000000027,2024-10-12T00:45:49.116Z,31,atBat,Roletazo de Out,field_out,"Renato Núñez batea rodado de out, tercera base Johan Lopez a primera base Carlos Rivero.",0,8,0,true,31,top,true,4,2024-10-12T00:45:10.322Z,2024-10-12T00:45:49.116Z,true,false,false,true,0,0,1,1,600524,Renato Núñez,/api/v1/people/600524,R,Right,681617,Kevin Garcia,/api/v1/people/681617,L,Left,,,vs_LHP,vs_RHB,RISP,0.07,,,,621572,Keon Barnum,/api/v1/people/621572,,,,ground_ball,medium,5,108.31,168.59,,,,
32,0,,"0,1","[object Object],[object Object]",[object Object],"[object Object],[object Object],[object Object],[object Object]",,1.5,98.5,0.09999999999999987,2024-10-12T00:47:01.460Z,32,atBat,Roletazo de Out,field_out,Alberth Martinez batea rodado de out a primera base Carlos Rivero.   Keon Barnum a 3ra.,0,8,0,true,32,top,true,4,2024-10-12T00:45:50.978Z,2024-10-12T00:47:01.460Z,true,false,false,true,0,0,0,2,594021,Alberth Martinez,/api/v1/people/594021,R,Right,681617,Kevin Garcia,/api/v1/people/681617,L,Left,,,vs_LHP,vs_RHB,RISP,0.07,,,,,,,621572,Keon Barnum,/api/v1/people/621572,ground_ball,medium,4,142.2,147.41,,,,
33,"0,1,2,3,4",,0,[object Object],"[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object]",,1.5,98.5,0,2024-10-12T00:49:30.436Z,33,atBat,Base por Bolas,walk,Manuel Boscan recibe base por bolas.,0,8,0,false,33,top,true,4,2024-10-12T00:47:03.086Z,2024-10-12T00:49:30.436Z,true,false,false,false,0,4,1,2,598724,Manuel Boscan,/api/v1/people/598724,R,Right,681617,Kevin Garcia,/api/v1/people/681617,L,Left,,,vs_LHP,vs_RHB,RISP,0.09,598724,Manuel Boscan,/api/v1/people/598724,,,,621572,Keon Barnum,/api/v1/people/621572,,,,,,,,,
34,"0,1",,0,[object Object],"[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,1.7999999999999998,98.2,0.2999999999999998,2024-10-12T00:50:33.481Z,34,atBat,Roletazo de Out,field_out,"José Peraza batea rodado de out, lanzador Kevin Garcia a primera base Carlos Rivero.",0,8,0,true,34,top,true,4,2024-10-12T00:49:32.982Z,2024-10-12T00:50:33.481Z,true,false,false,true,0,0,1,3,606299,José Peraza,/api/v1/people/606299,R,Right,681617,Kevin Garcia,/api/v1/people/681617,L,Left,,,vs_LHP,vs_RHB,Empty,0.1,,,,,,,,,,ground_ball,medium,1,130.09,186.74,,,,
35,"0,1,2",,0,[object Object],"[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,1.4000000000000001,98.6,-0.3999999999999997,2024-10-12T00:53:18.251Z,35,atBat,Ponche,strikeout,Alcides Escobar se poncha tirándole.,0,8,0,true,35,bottom,false,4,2024-10-12T00:50:58.805Z,2024-10-12T00:53:18.251Z,true,false,false,true,14,0,3,1,444876,Alcides Escobar,/api/v1/people/444876,R,Right,448855,Junior Guerra,/api/v1/people/448855,R,Right,,,vs_RHP,vs_RHB,Empty,0.17,,,,,,,,,,,,,,,,,,
36,"0,1,2",,0,[object Object],"[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,1.0999999999999999,98.9,-0.30000000000000027,2024-10-12T00:54:41.967Z,36,atBat,Roletazo de Out,field_out,"Leonys Martin batea rodado de out, segunda base José Peraza a primera base Renato Núñez.",0,8,0,true,36,bottom,false,4,2024-10-12T00:53:26.469Z,2024-10-12T00:54:41.967Z,true,false,false,true,0,1,1,2,547982,Leonys Martin,/api/v1/people/547982,L,Left,448855,Junior Guerra,/api/v1/people/448855,R,Right,,,vs_RHP,vs_LHB,Empty,0.1,,,,,,,,,,ground_ball,medium,4,147.64,152.85,,,,
37,"0,1,2,3,4,5",,0,[object Object],"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,1,99,-0.09999999999999987,2024-10-12T00:56:54.951Z,37,atBat,Ponche,strikeout,Wilson Garcia se poncha tirándole.,0,8,0,true,37,bottom,false,4,2024-10-12T00:54:44.062Z,2024-10-12T00:56:54.951Z,true,false,false,true,14,2,3,3,600902,Wilson Garcia,/api/v1/people/600902,L,Left,448855,Junior Guerra,/api/v1/people/448855,R,Right,,,vs_RHP,vs_LHB,Empty,0.04,,,,,,,,,,,,,,,,,,
38,"0,1",,0,[object Object],"[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object]",,0.8999999999999999,99.1,-0.10000000000000009,2024-10-12T01:00:06.022Z,38,atBat,Sencillo,single,Tucupita Marcano pega sencillo con línea a jardinero derecho Leonys Martin.,0,8,0,false,38,top,true,5,2024-10-12T00:59:49.912Z,2024-10-12T01:00:06.022Z,true,false,false,false,33,1,0,0,672779,Tucupita Marcano,/api/v1/people/672779,L,Left,681617,Kevin Garcia,/api/v1/people/681617,L,Left,,,vs_LHP,vs_LHB,Men_On,0.04,672779,Tucupita Marcano,/api/v1/people/672779,,,,,,,line_drive,medium,9,160.35,121.39,,,,
